Obra;Cód. Estruturado;Cód. Item;Descrição Item;Unid.;Categoria;Nº NF;Data NF; ValorUnitRealizado ; Qtd Realizada ; ValorTotalRealizado ;Cód. Fornecedor;Fornecedor;Tipo;Cód. Pedido;Cód. Contrato
OBR;01050100102OBR;10269;Carro girica para minigrua locacao diaria;DIA;Locação de Equipamentos Leves;74108OBR.N;01/04/2025; 172,50 ; 2,00 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;74108OBR.N;01/04/2025; 184,00 ; 1,74 ; 320,56 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;74108OBR.N;01/04/2025; 230,00 ; 1,00 ; 230,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10286;Martelete locacao mensal 10 kg;MES;Locação de Equipamentos Leves;997OBR.N;05/03/2025; 212,74 ; 0,77 ; 163,30 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;997OBR.N;05/03/2025; 57,50 ; 4,00 ; 230,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves;997OBR.N;05/03/2025; 155,22 ; 0,26 ; 39,67 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;997OBR.N;05/03/2025; 201,25 ; 1,43 ; 287,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;997OBR.N;05/03/2025; 327,75 ; 1,00 ; 327,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves;997OBR.N;05/03/2025; 304,72 ; 0,32 ; 97,17 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10267;"Serra marmore locacao mensal 4""";MES;Locação de Equipamentos Leves;997OBR.N;05/03/2025; 92,00 ; 6,00 ; 552,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;73494OBR.N;05/03/2025; 345,00 ; 3,38 ; 1.165,81 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10286;Martelete locacao mensal 10 kg;MES;Locação de Equipamentos Leves;962OBR.N;04/02/2025; 212,75 ; 3,23 ; 687,70 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;962OBR.N;04/02/2025; 201,25 ; 2,57 ; 517,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;962OBR.N;04/02/2025; 327,75 ; 1,00 ; 327,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves;962OBR.N;04/02/2025; 155,25 ; 3,00 ; 465,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;72972OBR.N;04/02/2025; 138,00 ; 1,28 ; 176,72 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;72972OBR.N;04/02/2025; 207,01 ; 1,67 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;72359OBR.N;08/01/2025; 138,00 ; 1,57 ; 216,58 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;72359OBR.N;08/01/2025; 207,00 ; 1,67 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;72359OBR.N;08/01/2025; 169,62 ; 1,30 ; 220,42 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10286;Martelete locacao mensal 10 kg;MES;Locação de Equipamentos Leves;935OBR.N;07/01/2025; 212,75 ; 1,62 ; 345,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;935OBR.N;07/01/2025; 172,50 ; 4,00 ; 690,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves;935OBR.N;07/01/2025; 155,25 ; 3,54 ; 549,70 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves;935OBR.N;07/01/2025; 304,76 ; 0,55 ; 169,05 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10267;"Serra marmore locacao mensal 4""";MES;Locação de Equipamentos Leves;935OBR.N;07/01/2025; 92,00 ; 4,38 ; 402,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;628OBR.N;18/12/2024; 379,50 ; 16,97 ; 6.440,00 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050100102OBR;10289;Mangueira para lavadora de pressao - locacao mensal;MES;Locação de Equipamentos Leves;910OBR.N;09/12/2024; 2,88 ; 8,00 ; 23,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10289;Mangueira para lavadora de pressao - locacao mensal;MES;Locação de Equipamentos Leves;910OBR.N;09/12/2024; 2,88 ; 12,00 ; 34,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10286;Martelete locacao mensal 10 kg;MES;Locação de Equipamentos Leves;910OBR.N;09/12/2024; 212,74 ; 1,14 ; 241,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10289;Mangueira para lavadora de pressao - locacao mensal;MES;Locação de Equipamentos Leves;910OBR.N;09/12/2024; 5,75 ; 3,00 ; 17,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10289;Mangueira para lavadora de pressao - locacao mensal;MES;Locação de Equipamentos Leves;910OBR.N;09/12/2024; 5,75 ; 8,00 ; 46,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10279;"Esmerilhadeira locacao mensal 7""";MES;Locação de Equipamentos Leves;910OBR.N;09/12/2024; 86,25 ; 4,00 ; 345,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10276;"Esmerilhadeira locacao mensal 4""";MES;Locação de Equipamentos Leves;910OBR.N;09/12/2024; 69,00 ; 0,83 ; 57,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;910OBR.N;09/12/2024; 327,75 ; 1,00 ; 327,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves;910OBR.N;09/12/2024; 304,75 ; 3,49 ; 1.064,32 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;71723OBR.N;03/12/2024; 207,00 ; 1,00 ; 207,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;71723OBR.N;03/12/2024; 207,00 ; 1,67 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;71723OBR.N;03/12/2024; 169,63 ; 1,36 ; 230,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10286;Martelete locacao mensal 10 kg;MES;Locação de Equipamentos Leves;880OBR.N;05/11/2024; 212,76 ; 1,54 ; 327,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;880OBR.N;05/11/2024; 69,00 ; 3,00 ; 207,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves;880OBR.N;05/11/2024; 155,25 ; 1,09 ; 169,63 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;880OBR.N;05/11/2024; 201,26 ; 0,66 ; 132,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;880OBR.N;05/11/2024; 327,75 ; 1,00 ; 327,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves;880OBR.N;05/11/2024; 304,74 ; 1,08 ; 327,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;71101OBR.N;05/11/2024; 207,00 ; 1,00 ; 207,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10269;Carro girica para minigrua locacao diaria;DIA;Locação de Equipamentos Leves;71101OBR.N;05/11/2024; 172,50 ; 2,00 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;71101OBR.N;05/11/2024; 169,63 ; 1,36 ; 230,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;508OBR.N;14/10/2024; 2.300,00 ; 0,18 ; 402,50 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050100102OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;503OBR.N;14/10/2024; 230,00 ; 5,00 ; 1.150,00 ;Código 33;Fornecedor 33;Geral;-;116OBR.C
OBR;01050100102OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;503OBR.N;14/10/2024; 2.300,00 ; 0,09 ; 207,00 ;Código 33;Fornecedor 33;Geral;-;116OBR.C
OBR;01050100102OBR;10286;Martelete locacao mensal 10 kg;MES;Locação de Equipamentos Leves;854OBR.N;08/10/2024; 212,75 ; 2,70 ; 575,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves;854OBR.N;08/10/2024; 155,25 ; 1,11 ; 172,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;854OBR.N;08/10/2024; 201,25 ; 2,00 ; 402,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;854OBR.N;08/10/2024; 327,75 ; 1,00 ; 327,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves;854OBR.N;08/10/2024; 304,75 ; 0,56 ; 169,63 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;70437OBR.N;07/10/2024; 138,00 ; 1,15 ; 158,70 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;70437OBR.N;07/10/2024; 69,00 ; 0,63 ; 43,70 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10269;Carro girica para minigrua locacao diaria;DIA;Locação de Equipamentos Leves;70437OBR.N;07/10/2024; 172,50 ; 2,00 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;70437OBR.N;07/10/2024; 184,00 ; 0,79 ; 145,67 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;70437OBR.N;07/10/2024; 169,62 ; 1,02 ; 173,81 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;70437OBR.N;07/10/2024; 345,02 ; 0,63 ; 218,50 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10253;Minigrua locacao mensal;MES;Locação de Equipamentos Leves;69825OBR.N;05/09/2024; 920,00 ; 0,13 ; 115,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10253;Minigrua locacao mensal;MES;Locação de Equipamentos Leves;69828OBR.N;05/09/2024; 586,50 ; 1,00 ; 586,50 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10253;Minigrua locacao mensal;MES;Locação de Equipamentos Leves;69824OBR.N;05/09/2024; 115,00 ; 1,00 ; 115,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;826OBR.N;04/09/2024; 201,24 ; 1,34 ; 270,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;826OBR.N;04/09/2024; 146,63 ; 1,00 ; 146,63 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;69823OBR.N;04/09/2024; 207,00 ; 1,00 ; 207,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;69823OBR.N;04/09/2024; 69,00 ; 1,00 ; 69,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10269;Carro girica para minigrua locacao diaria;DIA;Locação de Equipamentos Leves;69823OBR.N;04/09/2024; 172,50 ; 2,00 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;69823OBR.N;04/09/2024; 169,63 ; 0,96 ; 163,52 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;69823OBR.N;04/09/2024; 345,00 ; 1,00 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10253;Minigrua locacao mensal;MES;Locação de Equipamentos Leves;69823OBR.N;04/09/2024; 920,00 ; 0,75 ; 690,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10291;Nivel laser locacao mensal 50 metros;MES;Locação de Equipamentos Leves;239059OBR.N;03/09/2024; 920,00 ; 1,00 ; 920,00 ;Código 32;Fornecedor 32;Geral;-;565OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;69112OBR.N;17/08/2024; 69,00 ; 1,00 ; 69,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;69112OBR.N;17/08/2024; 184,00 ; 1,00 ; 184,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;69112OBR.N;17/08/2024; 345,00 ; 1,00 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10253;Minigrua locacao mensal;MES;Locação de Equipamentos Leves;69112OBR.N;17/08/2024; 919,99 ; 1,13 ; 1.036,92 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;799OBR.N;09/08/2024; 201,25 ; 1,00 ; 201,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;799OBR.N;09/08/2024; 146,63 ; 1,00 ; 146,63 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;752OBR.N;07/08/2024; 201,25 ; 1,00 ; 201,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;752OBR.N;07/08/2024; 146,63 ; 1,00 ; 146,63 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10291;Nivel laser locacao mensal 50 metros;MES;Locação de Equipamentos Leves;237121OBR.N;06/08/2024; 920,00 ; 1,00 ; 920,00 ;Código 32;Fornecedor 32;Geral;-;565OBR.C
OBR;01050100102OBR;10284;Martelete combinado locacao mensal 5 kg;MES;Locação de Equipamentos Leves;68416OBR.N;08/07/2024; 5,75 ; 4,00 ; 23,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;68416OBR.N;08/07/2024; 69,00 ; 2,00 ; 138,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10269;Carro girica para minigrua locacao diaria;DIA;Locação de Equipamentos Leves;68416OBR.N;08/07/2024; 172,50 ; 2,00 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;68416OBR.N;08/07/2024; 184,00 ; 1,00 ; 184,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;68416OBR.N;08/07/2024; 345,00 ; 1,00 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10253;Minigrua locacao mensal;MES;Locação de Equipamentos Leves;68416OBR.N;08/07/2024; 920,00 ; 1,00 ; 920,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10291;Nivel laser locacao mensal 50 metros;MES;Locação de Equipamentos Leves;235066OBR.N;04/07/2024; 920,00 ; 1,00 ; 920,00 ;Código 32;Fornecedor 32;Geral;-;565OBR.C
OBR;01050100102OBR;10291;Nivel laser locacao mensal 50 metros;MES;Locação de Equipamentos Leves;233579OBR.N;01/07/2024; 920,00 ; 1,00 ; 920,00 ;Código 32;Fornecedor 32;Geral;-;565OBR.C
OBR;01050100102OBR;10284;Martelete combinado locacao mensal 5 kg;MES;Locação de Equipamentos Leves;250OBR.N;20/06/2024; 5,75 ; 20,00 ; 115,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;250OBR.N;20/06/2024; 345,00 ; 0,50 ; 172,50 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;180OBR.N;07/06/2024; 3.036,04 ; 2,83 ; 8.602,00 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050100102OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;3191OBR.N;03/06/2024; 3.035,91 ; 1,17 ; 3.542,00 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050100102OBR;10291;Nivel laser locacao mensal 50 metros;MES;Locação de Equipamentos Leves;229884OBR.N;05/04/2024; 920,00 ; 1,00 ; 920,00 ;Código 32;Fornecedor 32;Geral;61OBR.P;-
OBR;01050100102OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;3076OBR.N;16/02/2024; 2.300,00 ; 0,83 ; 1.897,50 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050100102OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;3077OBR.N;16/02/2024; 2.300,00 ; 1,41 ; 3.243,00 ;Código 33;Fornecedor 33;Geral;-;116OBR.C
OBR;01050100102OBR;10291;Nivel laser locacao mensal 50 metros;MES;Locação de Equipamentos Leves;225270OBR.N;18/01/2024; 1.035,00 ; 1,00 ; 1.035,00 ;Código 32;Fornecedor 32;Geral;25OBR.P;-
OBR;01050200202OBR;8005;Papel higienico 60 m pacote 16 rolos;PCT;Materiais de Higiene e Limpeza;57697OBR.N;15/04/2025; 27,64 ; 3,00 ; 82,91 ;Código 17;Fornecedor 17;Geral;390OBR.P;-
OBR;01050200202OBR;7998;Papel toalha pacote com 1000 unidades;PCT;Materiais de Higiene e Limpeza;57697OBR.N;15/04/2025; 17,21 ; 6,00 ; 103,25 ;Código 17;Fornecedor 17;Geral;390OBR.P;-
OBR;01050200202OBR;9130;Rodo aluminio com cabo em madeira plastificado 1,2 m 40 cm;UN;Ferramentas;55546OBR.N;12/03/2025; 9,66 ; 1,00 ; 9,66 ;Código 17;Fornecedor 17;Geral;369OBR.P;-
OBR;01050200202OBR;9258;Vassourao com cabo e cerdas piacava 40 cm;UN;Materiais de Escritório e Informática;18734OBR.N;10/03/2025; 40,03 ; 1,00 ; 40,03 ;Código 38;Fornecedor 38;Geral;363OBR.P;-
OBR;01050200202OBR;9252;Vassoura com cabo e cerdas de nylon 30 cm;UN;Materiais de Escritório e Informática;18734OBR.N;10/03/2025; 8,48 ; 5,00 ; 42,38 ;Código 38;Fornecedor 38;Geral;363OBR.P;-
OBR;01050200202OBR;8031;Desinfetante 5 L;UN;Materiais de Higiene e Limpeza;18734OBR.N;10/03/2025; 10,68 ; 5,00 ; 53,42 ;Código 38;Fornecedor 38;Geral;363OBR.P;-
OBR;01050200202OBR;8030;Detergente 5 L;UN;Materiais de Higiene e Limpeza;18734OBR.N;10/03/2025; 11,49 ; 5,00 ; 57,44 ;Código 38;Fornecedor 38;Geral;363OBR.P;-
OBR;01050200202OBR;8007;Pano para limpeza;UN;Materiais de Higiene e Limpeza;18734OBR.N;10/03/2025; 3,57 ; 20,00 ; 71,30 ;Código 38;Fornecedor 38;Geral;363OBR.P;-
OBR;01050200202OBR;7998;Papel toalha pacote com 1000 unidades;PCT;Materiais de Higiene e Limpeza;18734OBR.N;10/03/2025; 15,53 ; 10,00 ; 155,25 ;Código 38;Fornecedor 38;Geral;363OBR.P;-
OBR;01050200202OBR;8032;Copo descartavel pacote 100 unidades;PCT;Materiais de Higiene e Limpeza;53556OBR.N;05/02/2025; 5,35 ; 120,00 ; 641,70 ;Código 17;Fornecedor 17;Geral;350OBR.P;-
OBR;01050200202OBR;9006;Esponja multiuso dupla face;UN;Ferramentas;948163OBR.N;12/12/2024; 0,56 ; 32,00 ; 18,03 ;Código 21;Fornecedor 21;Geral;290OBR.P;-
OBR;01050200202OBR;8030;Detergente 5 L;UN;Materiais de Higiene e Limpeza;948163OBR.N;12/12/2024; 15,59 ; 5,00 ; 77,97 ;Código 21;Fornecedor 21;Geral;290OBR.P;-
OBR;01050200202OBR;8007;Pano para limpeza;UN;Materiais de Higiene e Limpeza;948163OBR.N;12/12/2024; 3,48 ; 20,00 ; 69,69 ;Código 21;Fornecedor 21;Geral;290OBR.P;-
OBR;01050200202OBR;7998;Papel toalha pacote com 1000 unidades;PCT;Materiais de Higiene e Limpeza;948163OBR.N;12/12/2024; 13,89 ; 5,00 ; 69,46 ;Código 21;Fornecedor 21;Geral;290OBR.P;-
OBR;01050200202OBR;7985;Saco de lixo 0,05 Micras 100 L pacote com 100 unidades;PCT;Materiais de Higiene e Limpeza;948163OBR.N;12/12/2024; 25,15 ; 5,00 ; 125,75 ;Código 21;Fornecedor 21;Geral;290OBR.P;-
OBR;01050200202OBR;7976;Saco de lixo 0,08 Micras 200 L pacote com 100 unidades;PCT;Materiais de Higiene e Limpeza;948163OBR.N;12/12/2024; 76,48 ; 5,00 ; 382,38 ;Código 21;Fornecedor 21;Geral;290OBR.P;-
OBR;01050200202OBR;7972;Saco de lixo 0,05 Micras 50 L pacote com 100 unidades;PCT;Materiais de Higiene e Limpeza;948163OBR.N;12/12/2024; 24,08 ; 5,00 ; 120,41 ;Código 21;Fornecedor 21;Geral;290OBR.P;-
OBR;01050200202OBR;8032;Copo descartavel pacote 100 unidades;PCT;Materiais de Higiene e Limpeza;933183OBR.N;30/09/2024; 4,47 ; 24,00 ; 107,36 ;Código 21;Fornecedor 21;Geral;231OBR.P;-
OBR;01050200202OBR;8031;Desinfetante 5 L;UN;Materiais de Higiene e Limpeza;933183OBR.N;30/09/2024; 11,34 ; 10,00 ; 113,39 ;Código 21;Fornecedor 21;Geral;231OBR.P;-
OBR;01050200202OBR;8005;Papel higienico 60 m pacote 16 rolos;PCT;Materiais de Higiene e Limpeza;933183OBR.N;30/09/2024; 23,54 ; 20,00 ; 470,81 ;Código 21;Fornecedor 21;Geral;231OBR.P;-
OBR;01050200202OBR;8032;Copo descartavel pacote 100 unidades;PCT;Materiais de Higiene e Limpeza;48825OBR.N;30/09/2024; 5,87 ; 100,00 ; 586,50 ;Código 17;Fornecedor 17;Geral;211OBR.P;-
OBR;01050200202OBR;8005;Papel higienico 60 m pacote 16 rolos;PCT;Materiais de Higiene e Limpeza;47598OBR.N;17/08/2024; 28,75 ; 33,00 ; 948,75 ;Código 17;Fornecedor 17;Geral;183OBR.P;-
